Entity,Code,Year,Pineapples | 00000574 || Production | 005510 || tonnes
Liberia,LBR,2002,6986.73
Liberia,LBR,2003,7200
Liberia,LBR,2004,7150.68
Liberia,LBR,2005,6515.2
Liberia,LBR,2006,7800
Liberia,LBR,2007,7850
Liberia,LBR,2008,8508.59
Liberia,LBR,2009,8000
Liberia,LBR,2010,7700
Liberia,LBR,2011,8000
Liberia,LBR,2012,8500
Liberia,LBR,2013,8445.37
Liberia,LBR,2014,8622.63
Liberia,LBR,2015,8792.01
Liberia,LBR,2016,8843.92
Liberia,LBR,2017,8987.75
Liberia,LBR,2018,9158.18
Liberia,LBR,2019,9307.81
Liberia,LBR,2020,9444.51
Liberia,LBR,2021,9303.5
Liberia,LBR,2022,9351.94
Liberia,LBR,2023,9366.65
Madagascar,MDG,1961,6000
Madagascar,MDG,1962,7000
Madagascar,MDG,1963,7000
Madagascar,MDG,1964,7000
Madagascar,MDG,1965,7000
Madagascar,MDG,1966,8000
Madagascar,MDG,1967,38256
Madagascar,MDG,1968,36000
Madagascar,MDG,1969,35115
Madagascar,MDG,1970,35490
Madagascar,MDG,1971,45985
Madagascar,MDG,1972,47650
Madagascar,MDG,1973,47189
Madagascar,MDG,1974,54592
Madagascar,MDG,1975,73865
Madagascar,MDG,1976,38535
Madagascar,MDG,1977,40635
Madagascar,MDG,1978,46670
Madagascar,MDG,1979,48395
Madagascar,MDG,1980,53520
Madagascar,MDG,1981,46575
Madagascar,MDG,1982,48575
Madagascar,MDG,1983,50485
Madagascar,MDG,1984,50700
Madagascar,MDG,1985,50890
Madagascar,MDG,1986,50655
Madagascar,MDG,1987,50800
Madagascar,MDG,1988,50100
Madagascar,MDG,1989,50030
Madagascar,MDG,1990,50100
Madagascar,MDG,1991,50100
Madagascar,MDG,1992,50200
Madagascar,MDG,1993,50300
Madagascar,MDG,1994,48000
Madagascar,MDG,1995,49000
Madagascar,MDG,1996,50000
Madagascar,MDG,1997,51000
Madagascar,MDG,1998,51556
Madagascar,MDG,1999,52000
Madagascar,MDG,2000,51000
Madagascar,MDG,2001,51456.99
Madagascar,MDG,2002,51779.16
Madagascar,MDG,2003,52020.6
Madagascar,MDG,2004,51694.8
Madagascar,MDG,2005,51828.42
Madagascar,MDG,2006,52000
Madagascar,MDG,2007,53500
Madagascar,MDG,2008,60000
Madagascar,MDG,2009,72000
Madagascar,MDG,2010,70000
Madagascar,MDG,2011,74815.61
Madagascar,MDG,2012,81000
Madagascar,MDG,2013,80000
Madagascar,MDG,2014,81136.96
Madagascar,MDG,2015,89201.55
Madagascar,MDG,2016,83446.17
Madagascar,MDG,2017,84838.85
Madagascar,MDG,2018,84982.89
Madagascar,MDG,2019,85114
Madagascar,MDG,2020,87076.58
Madagascar,MDG,2021,87672.52
Madagascar,MDG,2022,88311.15
Madagascar,MDG,2023,87686.75
Malawi,MWI,2014,232958
Malawi,MWI,2015,230475
Malawi,MWI,2016,203524
Malawi,MWI,2017,293500
Malawi,MWI,2018,319945
Malawi,MWI,2019,300000
Malawi,MWI,2020,309091.8
Malawi,MWI,2021,333989
Malawi,MWI,2022,331872.38
Malawi,MWI,2023,343438.1
Malaysia,MYS,1961,167300
Malaysia,MYS,1962,198768
Malaysia,MYS,1963,192500
Malaysia,MYS,1964,221400
Malaysia,MYS,1965,258375
Malaysia,MYS,1966,258166
Malaysia,MYS,1967,279800
Malaysia,MYS,1968,283000
Malaysia,MYS,1969,306400
Malaysia,MYS,1970,308400
Malaysia,MYS,1971,301400
Malaysia,MYS,1972,288100
Malaysia,MYS,1973,262700
Malaysia,MYS,1974,257600
Malaysia,MYS,1975,211800
Malaysia,MYS,1976,200989
Malaysia,MYS,1977,200215
Malaysia,MYS,1978,195710
Malaysia,MYS,1979,200770
Malaysia,MYS,1980,185273
Malaysia,MYS,1981,187000
Malaysia,MYS,1982,188331
Malaysia,MYS,1983,183400
Malaysia,MYS,1984,175500
Malaysia,MYS,1985,182327
Malaysia,MYS,1986,174000
Malaysia,MYS,1987,178473
Malaysia,MYS,1988,194512
Malaysia,MYS,1989,228000
Malaysia,MYS,1990,213000
Malaysia,MYS,1991,242000
Malaysia,MYS,1992,237000
Malaysia,MYS,1993,203000
Malaysia,MYS,1994,210000
Malaysia,MYS,1995,220000
Malaysia,MYS,1996,230000
Malaysia,MYS,1997,235000
Malaysia,MYS,1998,240000
Malaysia,MYS,1999,245000
Malaysia,MYS,2000,249135
Malaysia,MYS,2001,288938
Malaysia,MYS,2002,310000
Malaysia,MYS,2003,320000
Malaysia,MYS,2004,330000
Malaysia,MYS,2005,340000
Malaysia,MYS,2006,299318
Malaysia,MYS,2007,316210
Malaysia,MYS,2008,384673
Malaysia,MYS,2009,357654
Malaysia,MYS,2010,331081
Malaysia,MYS,2011,309331
Malaysia,MYS,2012,314405
Malaysia,MYS,2013,244353
Malaysia,MYS,2014,335725
Malaysia,MYS,2015,452021
Malaysia,MYS,2016,391714
Malaysia,MYS,2017,340721.94
Malaysia,MYS,2018,322459.53
Malaysia,MYS,2019,314627.1
Malaysia,MYS,2020,323420.44
Malaysia,MYS,2021,375423.25
Malaysia,MYS,2022,537231.4
Malaysia,MYS,2023,392344.16
Martinique,MTQ,1961,11752
Martinique,MTQ,1962,15101
Martinique,MTQ,1963,19181
Martinique,MTQ,1964,22545
Martinique,MTQ,1965,22413
Martinique,MTQ,1966,19555
Martinique,MTQ,1967,21043
Martinique,MTQ,1968,25874
Martinique,MTQ,1969,32779
Martinique,MTQ,1970,18178
Martinique,MTQ,1971,22977
Martinique,MTQ,1972,26989
Martinique,MTQ,1973,21560
Martinique,MTQ,1974,25800
Martinique,MTQ,1975,24200
Martinique,MTQ,1976,15663
Martinique,MTQ,1977,11420
Martinique,MTQ,1978,17450
Martinique,MTQ,1979,15000
Martinique,MTQ,1980,18257
Martinique,MTQ,1981,20069
Martinique,MTQ,1982,24010
Martinique,MTQ,1983,24010
Martinique,MTQ,1984,24050
Martinique,MTQ,1985,28810
Martinique,MTQ,1986,30010
Martinique,MTQ,1987,17860
Martinique,MTQ,1988,17210
Martinique,MTQ,1989,18740
Martinique,MTQ,1990,24010
Martinique,MTQ,1991,25510
Martinique,MTQ,1992,28500
Martinique,MTQ,1993,30045
Martinique,MTQ,1994,30250
Martinique,MTQ,1995,29512
Martinique,MTQ,1996,21150
Martinique,MTQ,1997,20200
Martinique,MTQ,1998,20812
Martinique,MTQ,1999,20812
Martinique,MTQ,2000,20800
Martinique,MTQ,2001,19094
Martinique,MTQ,2002,17988
Martinique,MTQ,2003,16769
Martinique,MTQ,2004,9516
Martinique,MTQ,2005,4923
Martinique,MTQ,2006,2741
Mauritius,MUS,1961,205
Mauritius,MUS,1962,197
Mauritius,MUS,1963,420
Mauritius,MUS,1964,413
Mauritius,MUS,1965,306
Mauritius,MUS,1966,428
Mauritius,MUS,1967,491
Mauritius,MUS,1968,666
Mauritius,MUS,1969,670
Mauritius,MUS,1970,545
Mauritius,MUS,1971,815
Mauritius,MUS,1972,415
Mauritius,MUS,1973,673
Mauritius,MUS,1974,1056
Mauritius,MUS,1975,720
Mauritius,MUS,1976,687
Mauritius,MUS,1977,607
Mauritius,MUS,1978,542
Mauritius,MUS,1979,452
Mauritius,MUS,1980,258
Mauritius,MUS,1981,476
Mauritius,MUS,1982,535
Mauritius,MUS,1983,425
Mauritius,MUS,1984,535
Mauritius,MUS,1985,790
Mauritius,MUS,1986,980
Mauritius,MUS,1987,1015
Mauritius,MUS,1988,1465
Mauritius,MUS,1989,1540
Mauritius,MUS,1990,1355
Mauritius,MUS,1991,1480
Mauritius,MUS,1992,2300
Mauritius,MUS,1993,4048
Mauritius,MUS,1994,3887
Mauritius,MUS,1995,4199
Mauritius,MUS,1996,2973
Mauritius,MUS,1997,1559
Mauritius,MUS,1998,1462
Mauritius,MUS,1999,1014
Mauritius,MUS,2000,3416
Mauritius,MUS,2001,6016
Mauritius,MUS,2002,1917
Mauritius,MUS,2003,4562
Mauritius,MUS,2004,4490
Mauritius,MUS,2005,4885
Mauritius,MUS,2006,5554
Mauritius,MUS,2007,6398
Mauritius,MUS,2008,6393
Mauritius,MUS,2009,8880
Mauritius,MUS,2010,6529
Mauritius,MUS,2011,10922
Mauritius,MUS,2012,14120
Mauritius,MUS,2013,15957
Mauritius,MUS,2014,10788
Mauritius,MUS,2015,11694
Mauritius,MUS,2016,9706.96
Mauritius,MUS,2017,8760
Mauritius,MUS,2018,10043
Mauritius,MUS,2019,8459
Mauritius,MUS,2020,9674
Mauritius,MUS,2021,6547
Mauritius,MUS,2022,5579
Mauritius,MUS,2023,5918
Mexico,MEX,1961,177376
Mexico,MEX,1962,177903
Mexico,MEX,1963,193330
Mexico,MEX,1964,197759
Mexico,MEX,1965,268858
Mexico,MEX,1966,268175
Mexico,MEX,1967,259423
Mexico,MEX,1968,256030
Mexico,MEX,1969,240589
Mexico,MEX,1970,248772
Mexico,MEX,1971,297251
Mexico,MEX,1972,218164
Mexico,MEX,1973,268314
Mexico,MEX,1974,397781
Mexico,MEX,1975,371288
Mexico,MEX,1976,441564
Mexico,MEX,1977,510003
Mexico,MEX,1978,568344
Mexico,MEX,1979,505686
Mexico,MEX,1980,622729
Mexico,MEX,1981,473031
Mexico,MEX,1982,444286
Mexico,MEX,1983,429624
Mexico,MEX,1984,453260
Mexico,MEX,1985,319814
Mexico,MEX,1986,318368
Mexico,MEX,1987,366240
Mexico,MEX,1988,385866
Mexico,MEX,1989,434822
Mexico,MEX,1990,454668
Mexico,MEX,1991,298526
Mexico,MEX,1992,264147
Mexico,MEX,1993,212402
Mexico,MEX,1994,228580
Mexico,MEX,1995,281180
Mexico,MEX,1996,301406
Mexico,MEX,1997,391491
Mexico,MEX,1998,480856
Mexico,MEX,1999,504339
Mexico,MEX,2000,522422
Mexico,MEX,2001,625957
Mexico,MEX,2002,659817
Mexico,MEX,2003,678603
Mexico,MEX,2004,669225
Mexico,MEX,2005,551672
Mexico,MEX,2006,633747
Mexico,MEX,2007,671131
Mexico,MEX,2008,718292
Mexico,MEX,2009,749396
Mexico,MEX,2010,701746
Mexico,MEX,2011,742926
Mexico,MEX,2012,759976
Mexico,MEX,2013,771942
Mexico,MEX,2014,817462.6
Mexico,MEX,2015,840486.44
Mexico,MEX,2016,875839.3
Mexico,MEX,2017,945210.06
Mexico,MEX,2018,999592.8
Mexico,MEX,2019,1041161.4
Mexico,MEX,2020,1208247.4
Mexico,MEX,2021,1271520.8
Mexico,MEX,2022,1251094.5
Mexico,MEX,2023,1272559.1
Morocco,MAR,1961,10
Morocco,MAR,1962,20
Morocco,MAR,1963,20
Morocco,MAR,1964,30
Morocco,MAR,1965,100
Morocco,MAR,1966,200
Morocco,MAR,1967,300
Morocco,MAR,1968,700
Morocco,MAR,1969,400
Morocco,MAR,1970,300
Morocco,MAR,1971,300
Morocco,MAR,1972,300
Morocco,MAR,1973,300
Morocco,MAR,1974,300
Morocco,MAR,1975,200
Morocco,MAR,1976,100
Morocco,MAR,1977,50
Morocco,MAR,1978,50
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Mozambique,MOZ,1961,16000
Mozambique,MOZ,1962,16000
Mozambique,MOZ,1963,16000
Mozambique,MOZ,1964,17000
Mozambique,MOZ,1965,17000
Mozambique,MOZ,1966,17000
Mozambique,MOZ,1967,18000
Mozambique,MOZ,1968,18000
Mozambique,MOZ,1969,18000
Mozambique,MOZ,1970,18000
Mozambique,MOZ,1971,18000
Mozambique,MOZ,1972,18000
Mozambique,MOZ,1973,18000
Mozambique,MOZ,1974,18000
Mozambique,MOZ,1975,12000
Mozambique,MOZ,1976,13000
Mozambique,MOZ,1977,13000
Mozambique,MOZ,1978,13000
Mozambique,MOZ,1979,13000
Mozambique,MOZ,1980,13000
Mozambique,MOZ,1981,13000
Mozambique,MOZ,1982,13000
Mozambique,MOZ,1983,13000
Mozambique,MOZ,1984,13000
Mozambique,MOZ,1985,13000
Mozambique,MOZ,1986,13500
Mozambique,MOZ,1987,14000
Mozambique,MOZ,1988,14500
Mozambique,MOZ,1989,15000
Mozambique,MOZ,1990,15500
Mozambique,MOZ,1991,15000
Mozambique,MOZ,1992,10000
Mozambique,MOZ,1993,15000
Mozambique,MOZ,1994,13000
Mozambique,MOZ,1995,15000
Mozambique,MOZ,1996,16000
Mozambique,MOZ,1997,17000
Mozambique,MOZ,1998,18000
Mozambique,MOZ,1999,19000
Mozambique,MOZ,2000,13000
Mozambique,MOZ,2001,13506.15
Mozambique,MOZ,2002,13244.22
Mozambique,MOZ,2003,11500
Mozambique,MOZ,2004,12784.57
Mozambique,MOZ,2005,16000
Mozambique,MOZ,2006,26000
Mozambique,MOZ,2007,35000
Mozambique,MOZ,2008,40000
Mozambique,MOZ,2009,45000
Mozambique,MOZ,2010,54688
Mozambique,MOZ,2011,54000
Mozambique,MOZ,2012,54000
Mozambique,MOZ,2013,53000
Mozambique,MOZ,2014,53053.04
Mozambique,MOZ,2015,58378.67
Mozambique,MOZ,2016,54810.57
Mozambique,MOZ,2017,54812.43
Mozambique,MOZ,2018,54708.54
Mozambique,MOZ,2019,54775.24
Mozambique,MOZ,2020,56209.26
Mozambique,MOZ,2021,55760.11
Mozambique,MOZ,2022,55967.76
Mozambique,MOZ,2023,56175.41
Nepal,NPL,1990,8800
Nepal,NPL,1991,9550
Nepal,NPL,1992,9600
Nepal,NPL,1993,9770
Nepal,NPL,1994,12000
Nepal,NPL,1995,14500
Nepal,NPL,1996,6900
Nepal,NPL,1997,8100
Nepal,NPL,1998,9114.48
Nepal,NPL,1999,8700
Nepal,NPL,2000,8500
Nepal,NPL,2001,9300
Nepal,NPL,2002,9000
Nepal,NPL,2003,10000
Nepal,NPL,2004,9980
Nepal,NPL,2005,9980
Nepal,NPL,2006,9980
Nepal,NPL,2007,9980
Nepal,NPL,2008,9980
Nepal,NPL,2009,9995
Nepal,NPL,2010,10073
Nepal,NPL,2011,10073
Nepal,NPL,2012,17040
Nepal,NPL,2013,16238
Nepal,NPL,2014,14803.8
Nepal,NPL,2015,13511.92
Nepal,NPL,2016,13291.42
Nepal,NPL,2017,11540.09
Nepal,NPL,2018,13389
Nepal,NPL,2019,13846
Nepal,NPL,2020,14450
Nepal,NPL,2021,13971
Nepal,NPL,2022,15324
Nepal,NPL,2023,9740.51
Nicaragua,NIC,1961,20500
Nicaragua,NIC,1962,21300
Nicaragua,NIC,1963,21900
Nicaragua,NIC,1964,22500
Nicaragua,NIC,1965,20900
Nicaragua,NIC,1966,21500
Nicaragua,NIC,1967,22600
Nicaragua,NIC,1968,25300
Nicaragua,NIC,1969,24500
Nicaragua,NIC,1970,25300
Nicaragua,NIC,1971,26500
Nicaragua,NIC,1972,27500
Nicaragua,NIC,1973,29000
Nicaragua,NIC,1974,31000
Nicaragua,NIC,1975,32621
Nicaragua,NIC,1976,33555
Nicaragua,NIC,1977,34512
Nicaragua,NIC,1978,35500
Nicaragua,NIC,1979,33000
Nicaragua,NIC,1980,34000
Nicaragua,NIC,1981,35000
Nicaragua,NIC,1982,36000
Nicaragua,NIC,1983,37000
Nicaragua,NIC,1984,38000
Nicaragua,NIC,1985,39000
Nicaragua,NIC,1986,39000
Nicaragua,NIC,1987,40000
Nicaragua,NIC,1988,40000
Nicaragua,NIC,1989,41000
Nicaragua,NIC,1990,42000
Nicaragua,NIC,1991,42500
Nicaragua,NIC,1992,43000
Nicaragua,NIC,1993,44000
Nicaragua,NIC,1994,45000
Nicaragua,NIC,1995,46000
Nicaragua,NIC,1996,45000
Nicaragua,NIC,1997,46000
Nicaragua,NIC,1998,46000
Nicaragua,NIC,1999,46000
Nicaragua,NIC,2000,47000
Nicaragua,NIC,2001,45000
Nicaragua,NIC,2002,46000
Nicaragua,NIC,2003,48000
Nicaragua,NIC,2004,47000
Nicaragua,NIC,2005,49000
Nicaragua,NIC,2006,50000
Nicaragua,NIC,2007,51000
Nicaragua,NIC,2008,52000
Nicaragua,NIC,2009,53532
Nicaragua,NIC,2010,55489.23
Nicaragua,NIC,2011,57441.9
Nicaragua,NIC,2012,60000
Nicaragua,NIC,2013,61438.53
Nicaragua,NIC,2014,62744.48
Nicaragua,NIC,2015,63811.33
Nicaragua,NIC,2016,65331.99
Nicaragua,NIC,2017,66856.46
Nicaragua,NIC,2018,68310.24
Nicaragua,NIC,2019,69677.91
Nicaragua,NIC,2020,68281.54
Nicaragua,NIC,2021,68756.56
Nicaragua,NIC,2022,68905.34
Nicaragua,NIC,2023,68647.81
Nigeria,NGA,1961,500000
Nigeria,NGA,1962,500000
Nigeria,NGA,1963,500000
Nigeria,NGA,1964,500000
Nigeria,NGA,1965,500000
Nigeria,NGA,1966,500000
Nigeria,NGA,1967,500000
Nigeria,NGA,1968,500000
Nigeria,NGA,1969,500000
Nigeria,NGA,1970,600000
Nigeria,NGA,1971,600000
Nigeria,NGA,1972,600000
Nigeria,NGA,1973,600000
Nigeria,NGA,1974,600000
Nigeria,NGA,1975,600000
Nigeria,NGA,1976,600000
Nigeria,NGA,1977,600000
Nigeria,NGA,1978,600000
Nigeria,NGA,1979,600000
Nigeria,NGA,1980,600000
Nigeria,NGA,1981,600000
Nigeria,NGA,1982,600000
Nigeria,NGA,1983,700000
Nigeria,NGA,1984,700000
Nigeria,NGA,1985,700000
Nigeria,NGA,1986,700000
Nigeria,NGA,1987,700000
Nigeria,NGA,1988,700000
Nigeria,NGA,1989,741000
Nigeria,NGA,1990,763000
Nigeria,NGA,1991,800000
Nigeria,NGA,1992,800000
Nigeria,NGA,1993,800000
Nigeria,NGA,1994,800000
Nigeria,NGA,1995,800000
Nigeria,NGA,1996,800000
Nigeria,NGA,1997,830000
Nigeria,NGA,1998,857000
Nigeria,NGA,1999,881000
Nigeria,NGA,2000,886109.5
Nigeria,NGA,2001,889190.4
Nigeria,NGA,2002,889000
Nigeria,NGA,2003,891496.4
Nigeria,NGA,2004,892915.56
Nigeria,NGA,2005,890000
Nigeria,NGA,2006,895000
Nigeria,NGA,2007,900000
Nigeria,NGA,2008,900000
Nigeria,NGA,2009,1000000
Nigeria,NGA,2010,1487350
Nigeria,NGA,2011,1480570.8
Nigeria,NGA,2012,1437127.5
Nigeria,NGA,2013,1447643.6
Nigeria,NGA,2014,1471403.6
Nigeria,NGA,2015,1496185.4
Nigeria,NGA,2016,1533207.4
Nigeria,NGA,2017,1568421.4
Nigeria,NGA,2018,1589394.8
Nigeria,NGA,2019,1593867.2
Nigeria,NGA,2020,1631695.8
Nigeria,NGA,2021,1604985.9
Nigeria,NGA,2022,1610183
Nigeria,NGA,2023,1615621.5
Panama,PAN,1961,3900
Panama,PAN,1962,4100
Panama,PAN,1963,4400
Panama,PAN,1964,4400
Panama,PAN,1965,4600
Panama,PAN,1966,4600
Panama,PAN,1967,5300
Panama,PAN,1968,6300
Panama,PAN,1969,7400
Panama,PAN,1970,3300
Panama,PAN,1971,4911
Panama,PAN,1972,5430
Panama,PAN,1973,5998
Panama,PAN,1974,6622
Panama,PAN,1975,7284
Panama,PAN,1976,7364
Panama,PAN,1977,7438
Panama,PAN,1978,7512
Panama,PAN,1979,7587
Panama,PAN,1980,5638
Panama,PAN,1981,5912
Panama,PAN,1982,6199
Panama,PAN,1983,6499
Panama,PAN,1984,6815
Panama,PAN,1985,13608
Panama,PAN,1986,14288
Panama,PAN,1987,15396
Panama,PAN,1988,15300
Panama,PAN,1989,14062
Panama,PAN,1990,12624
Panama,PAN,1991,9577
Panama,PAN,1992,15477
Panama,PAN,1993,18684
Panama,PAN,1994,16180
Panama,PAN,1995,16131
Panama,PAN,1996,15848
Panama,PAN,1997,19084
Panama,PAN,1998,18937
Panama,PAN,1999,18322
Panama,PAN,2000,18329
Panama,PAN,2001,22843
Panama,PAN,2002,24152
Panama,PAN,2003,29664
Panama,PAN,2004,36590
Panama,PAN,2005,45626
Panama,PAN,2006,49806
Panama,PAN,2007,71002
Panama,PAN,2008,75907
Panama,PAN,2009,87849
Panama,PAN,2010,96909
Panama,PAN,2011,83218
Panama,PAN,2012,99923
Panama,PAN,2013,96627
Panama,PAN,2014,105462
Panama,PAN,2015,96230
Panama,PAN,2016,94394
Panama,PAN,2017,112269
Panama,PAN,2018,87853
Panama,PAN,2019,96141
Panama,PAN,2020,101127
Panama,PAN,2021,106154
Panama,PAN,2022,128291
Panama,PAN,2023,123924.29
Papua New Guinea,PNG,1961,5100
Papua New Guinea,PNG,1962,5250
Papua New Guinea,PNG,1963,5400
Papua New Guinea,PNG,1964,5550
Papua New Guinea,PNG,1965,5700
Papua New Guinea,PNG,1966,5500
Papua New Guinea,PNG,1967,5800
Papua New Guinea,PNG,1968,5500
Papua New Guinea,PNG,1969,6300
Papua New Guinea,PNG,1970,6500
Papua New Guinea,PNG,1971,5800
Papua New Guinea,PNG,1972,6000
Papua New Guinea,PNG,1973,7100
Papua New Guinea,PNG,1974,7500
Papua New Guinea,PNG,1975,7700
Papua New Guinea,PNG,1976,7900
Papua New Guinea,PNG,1977,7800
Papua New Guinea,PNG,1978,7500
Papua New Guinea,PNG,1979,8300
Papua New Guinea,PNG,1980,8700
Papua New Guinea,PNG,1981,8900
Papua New Guinea,PNG,1982,7500
Papua New Guinea,PNG,1983,8300
Papua New Guinea,PNG,1984,9500
Papua New Guinea,PNG,1985,10000
Papua New Guinea,PNG,1986,10500
Papua New Guinea,PNG,1987,10500
Papua New Guinea,PNG,1988,10800
Papua New Guinea,PNG,1989,11500
Papua New Guinea,PNG,1990,11800
Papua New Guinea,PNG,1991,12000
Papua New Guinea,PNG,1992,12500
Papua New Guinea,PNG,1993,13000
Papua New Guinea,PNG,1994,14000
Papua New Guinea,PNG,1995,14737.56
Papua New Guinea,PNG,1996,14500
Papua New Guinea,PNG,1997,10500
Papua New Guinea,PNG,1998,11000
Papua New Guinea,PNG,1999,11500
Papua New Guinea,PNG,2000,12000
Papua New Guinea,PNG,2001,16000
Papua New Guinea,PNG,2002,18000
Papua New Guinea,PNG,2003,18777.22
Papua New Guinea,PNG,2004,19482.21
Papua New Guinea,PNG,2005,20000
Papua New Guinea,PNG,2006,20100
Papua New Guinea,PNG,2007,22000
Papua New Guinea,PNG,2008,23000
Papua New Guinea,PNG,2009,22000
Papua New Guinea,PNG,2010,20000
Papua New Guinea,PNG,2011,21000
Papua New Guinea,PNG,2012,22000
Papua New Guinea,PNG,2013,22731.81
Papua New Guinea,PNG,2014,23363.54
Papua New Guinea,PNG,2015,22950.76
Papua New Guinea,PNG,2016,22759.05
Papua New Guinea,PNG,2017,22691.06
Papua New Guinea,PNG,2018,22671.81
Papua New Guinea,PNG,2019,22729.22
Papua New Guinea,PNG,2020,23631.69
Papua New Guinea,PNG,2021,23483.93
Papua New Guinea,PNG,2022,23606.96
Papua New Guinea,PNG,2023,23729.99
Paraguay,PRY,1961,10000
Paraguay,PRY,1962,10000
Paraguay,PRY,1963,15700
Paraguay,PRY,1964,14200
Paraguay,PRY,1965,18000
Paraguay,PRY,1966,31040
Paraguay,PRY,1967,32000
Paraguay,PRY,1968,31200
Paraguay,PRY,1969,34200
Paraguay,PRY,1970,34800
Paraguay,PRY,1971,34660
Paraguay,PRY,1972,35700
Paraguay,PRY,1973,37486
Paraguay,PRY,1974,39360
Paraguay,PRY,1975,31500
Paraguay,PRY,1976,34650
Paraguay,PRY,1977,32900
Paraguay,PRY,1978,33220
Paraguay,PRY,1979,34220
Paraguay,PRY,1980,32344
Paraguay,PRY,1981,16936
Paraguay,PRY,1982,24424
Paraguay,PRY,1983,25003
Paraguay,PRY,1984,39995
Paraguay,PRY,1985,41995
Paraguay,PRY,1986,44096
Paraguay,PRY,1987,46179
Paraguay,PRY,1988,26646
Paraguay,PRY,1989,31974
Paraguay,PRY,1990,32710
Paraguay,PRY,1991,33462
Paraguay,PRY,1992,39800
Paraguay,PRY,1993,42949
Paraguay,PRY,1994,35198
Paraguay,PRY,1995,30250
Paraguay,PRY,1996,30676
Paraguay,PRY,1997,38405
Paraguay,PRY,1998,38872
Paraguay,PRY,1999,40719
Paraguay,PRY,2000,38553
Paraguay,PRY,2001,41392
Paraguay,PRY,2002,82249
Paraguay,PRY,2003,73472
Paraguay,PRY,2004,52392
Paraguay,PRY,2005,56550
Paraguay,PRY,2006,72450
Paraguay,PRY,2007,73000
Paraguay,PRY,2008,54257
Paraguay,PRY,2009,55300
Paraguay,PRY,2010,59126
Paraguay,PRY,2011,59126
Paraguay,PRY,2012,56412
Paraguay,PRY,2013,63060
Paraguay,PRY,2014,63070
Paraguay,PRY,2015,63454
Paraguay,PRY,2016,63383
Paraguay,PRY,2017,63400
Paraguay,PRY,2018,74320
Paraguay,PRY,2019,85216
Paraguay,PRY,2020,85136
Paraguay,PRY,2021,86092
Paraguay,PRY,2022,73830
Paraguay,PRY,2023,72889.11
Peru,PER,1961,7000
Peru,PER,1962,7000
Peru,PER,1963,8000
Peru,PER,1964,8000
Peru,PER,1965,8201
Peru,PER,1966,19023
Peru,PER,1967,24577
Peru,PER,1968,37133
Peru,PER,1969,75349
Peru,PER,1970,61971
Peru,PER,1971,52898
Peru,PER,1972,50466
Peru,PER,1973,49984
Peru,PER,1974,51164
Peru,PER,1975,55940
Peru,PER,1976,55300
Peru,PER,1977,50607
Peru,PER,1978,46616
Peru,PER,1979,45734
Peru,PER,1980,57605
Peru,PER,1981,54967
Peru,PER,1982,62011
Peru,PER,1983,62193
Peru,PER,1984,62539
Peru,PER,1985,65383
Peru,PER,1986,67523
Peru,PER,1987,73480
Peru,PER,1988,81740
Peru,PER,1989,88917
Peru,PER,1990,68423
Peru,PER,1991,76175
Peru,PER,1992,77296
Peru,PER,1993,92936
Peru,PER,1994,101908
Peru,PER,1995,106746
Peru,PER,1996,112835
Peru,PER,1997,125542
Peru,PER,1998,128583
Peru,PER,1999,144466
Peru,PER,2000,137668
Peru,PER,2001,150570
Peru,PER,2002,156318
Peru,PER,2003,164731
Peru,PER,2004,177055
Peru,PER,2005,203930
Peru,PER,2006,234281
Peru,PER,2007,212059
Peru,PER,2008,243492
Peru,PER,2009,274393
Peru,PER,2010,310566
Peru,PER,2011,400429
Peru,PER,2012,436807.12
Peru,PER,2013,438576
Peru,PER,2014,455297
Peru,PER,2015,450635
Peru,PER,2016,461285.94
Peru,PER,2017,494642
Peru,PER,2018,548464.9
Peru,PER,2019,565203.44
Peru,PER,2020,583627.8
Peru,PER,2021,588840.6
Peru,PER,2022,587560.25
Peru,PER,2023,583620.3
Philippines,PHL,1961,116000
Philippines,PHL,1962,140000
Philippines,PHL,1963,151000
Philippines,PHL,1964,155000
Philippines,PHL,1965,176000
Philippines,PHL,1966,188000
Philippines,PHL,1967,208000
Philippines,PHL,1968,225999
Philippines,PHL,1969,238362
Philippines,PHL,1970,233431
Philippines,PHL,1971,234300
Philippines,PHL,1972,282100
Philippines,PHL,1973,293400
Philippines,PHL,1974,338300
Philippines,PHL,1975,424370
Philippines,PHL,1976,419872
Philippines,PHL,1977,421827
Philippines,PHL,1978,464917
Philippines,PHL,1979,604585
Philippines,PHL,1980,1004800
Philippines,PHL,1981,972486
Philippines,PHL,1982,1009779
Philippines,PHL,1983,966962
Philippines,PHL,1984,1035584
Philippines,PHL,1985,1029952
Philippines,PHL,1986,1273176
Philippines,PHL,1987,1303389
Philippines,PHL,1988,1181165
Philippines,PHL,1989,1178750
Philippines,PHL,1990,1421663
Philippines,PHL,1991,1345599
Philippines,PHL,1992,1516685
Philippines,PHL,1993,1571811
Philippines,PHL,1994,1612327
