Entity,Code,Year,Eggs | 00002949 || Exports | 005911 || tonnes
Denmark,DNK,1983,5000
Denmark,DNK,1984,4000
Denmark,DNK,1985,3000
Denmark,DNK,1986,4000
Denmark,DNK,1987,3000
Denmark,DNK,1988,3000
Denmark,DNK,1989,6000
Denmark,DNK,1990,10000
Denmark,DNK,1991,9000
Denmark,DNK,1992,9000
Denmark,DNK,1993,6000
Denmark,DNK,1994,8000
Denmark,DNK,1995,13000
Denmark,DNK,1996,16000
Denmark,DNK,1997,14000
Denmark,DNK,1998,15000
Denmark,DNK,1999,13000
Denmark,DNK,2000,19000
Denmark,DNK,2001,9000
Denmark,DNK,2002,7000
Denmark,DNK,2003,9000
Denmark,DNK,2004,11000
Denmark,DNK,2005,11000
Denmark,DNK,2006,15000
Denmark,DNK,2007,12000
Denmark,DNK,2008,9000
Denmark,DNK,2009,12000
Denmark,DNK,2010,12000
Denmark,DNK,2011,15000
Denmark,DNK,2012,19000
Denmark,DNK,2013,14000
Denmark,DNK,2014,13000
Denmark,DNK,2015,14000
Denmark,DNK,2016,14000
Denmark,DNK,2017,21000
Denmark,DNK,2018,23000
Denmark,DNK,2019,24000
Denmark,DNK,2020,23000
Denmark,DNK,2021,29000
Denmark,DNK,2022,29000
Djibouti,DJI,2010,0
Djibouti,DJI,2011,0
Djibouti,DJI,2012,0
Djibouti,DJI,2013,0
Dominica,DMA,2022,0
Dominican Republic,DOM,1961,0
Dominican Republic,DOM,1962,0
Dominican Republic,DOM,1963,0
Dominican Republic,DOM,1964,0
Dominican Republic,DOM,1965,0
Dominican Republic,DOM,1966,0
Dominican Republic,DOM,1967,0
Dominican Republic,DOM,1968,0
Dominican Republic,DOM,1969,0
Dominican Republic,DOM,1970,0
Dominican Republic,DOM,1971,0
Dominican Republic,DOM,1972,0
Dominican Republic,DOM,1973,0
Dominican Republic,DOM,1974,0
Dominican Republic,DOM,1975,0
Dominican Republic,DOM,1976,0
Dominican Republic,DOM,1977,0
Dominican Republic,DOM,1978,0
Dominican Republic,DOM,1979,0
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,0
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,0
Dominican Republic,DOM,1987,0
Dominican Republic,DOM,1988,0
Dominican Republic,DOM,1989,0
Dominican Republic,DOM,1990,0
Dominican Republic,DOM,1991,0
Dominican Republic,DOM,1992,0
Dominican Republic,DOM,1993,0
Dominican Republic,DOM,1994,0
Dominican Republic,DOM,1995,0
Dominican Republic,DOM,1996,0
Dominican Republic,DOM,1997,0
Dominican Republic,DOM,1998,0
Dominican Republic,DOM,1999,0
Dominican Republic,DOM,2000,0
Dominican Republic,DOM,2001,0
Dominican Republic,DOM,2002,0
Dominican Republic,DOM,2003,0
Dominican Republic,DOM,2004,0
Dominican Republic,DOM,2005,0
Dominican Republic,DOM,2006,0
Dominican Republic,DOM,2007,0
Dominican Republic,DOM,2008,0
Dominican Republic,DOM,2009,0
Dominican Republic,DOM,2010,0
Dominican Republic,DOM,2011,0
Dominican Republic,DOM,2012,0
Dominican Republic,DOM,2013,0
Dominican Republic,DOM,2014,5000
Dominican Republic,DOM,2015,4000
Dominican Republic,DOM,2016,2000
Dominican Republic,DOM,2017,3000
Dominican Republic,DOM,2018,5000
Dominican Republic,DOM,2019,3000
Dominican Republic,DOM,2020,0
Dominican Republic,DOM,2021,0
Dominican Republic,DOM,2022,0
Ecuador,ECU,1961,0
Ecuador,ECU,1962,0
Ecuador,ECU,1963,0
Ecuador,ECU,1964,0
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,1000
Ecuador,ECU,1999,2000
Ecuador,ECU,2000,6000
Ecuador,ECU,2001,8000
Ecuador,ECU,2002,9000
Ecuador,ECU,2003,1000
Ecuador,ECU,2004,0
Ecuador,ECU,2005,1000
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2019,0
Ecuador,ECU,2020,0
Egypt,EGY,1961,0
Egypt,EGY,1962,0
Egypt,EGY,1963,0
Egypt,EGY,1964,0
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0
Egypt,EGY,2001,0
Egypt,EGY,2002,1000
Egypt,EGY,2003,2000
Egypt,EGY,2004,2000
Egypt,EGY,2005,2000
Egypt,EGY,2006,0
Egypt,EGY,2007,0
Egypt,EGY,2008,0
Egypt,EGY,2009,1000
Egypt,EGY,2010,3000
Egypt,EGY,2011,3000
Egypt,EGY,2012,4000
Egypt,EGY,2013,5000
Egypt,EGY,2014,2000
Egypt,EGY,2015,1000
Egypt,EGY,2016,1000
Egypt,EGY,2017,2000
Egypt,EGY,2018,3000
Egypt,EGY,2019,7000
Egypt,EGY,2020,0
Egypt,EGY,2021,3000
Egypt,EGY,2022,5000
El Salvador,SLV,1961,0
El Salvador,SLV,1962,0
El Salvador,SLV,1963,1000
El Salvador,SLV,1964,1000
El Salvador,SLV,1965,1000
El Salvador,SLV,1966,0
El Salvador,SLV,1967,1000
El Salvador,SLV,1968,2000
El Salvador,SLV,1969,2000
El Salvador,SLV,1970,1000
El Salvador,SLV,1971,1000
El Salvador,SLV,1972,0
El Salvador,SLV,1973,1000
El Salvador,SLV,1974,0
El Salvador,SLV,1975,0
El Salvador,SLV,1976,0
El Salvador,SLV,1977,0
El Salvador,SLV,1978,0
El Salvador,SLV,1979,1000
El Salvador,SLV,1980,0
El Salvador,SLV,1981,0
El Salvador,SLV,1982,0
El Salvador,SLV,1983,0
El Salvador,SLV,1984,0
El Salvador,SLV,1985,0
El Salvador,SLV,1986,1000
El Salvador,SLV,1987,0
El Salvador,SLV,1988,0
El Salvador,SLV,1989,0
El Salvador,SLV,1990,0
El Salvador,SLV,1991,2000
El Salvador,SLV,1992,1000
El Salvador,SLV,1993,0
El Salvador,SLV,1994,2000
El Salvador,SLV,1995,4000
El Salvador,SLV,1996,5000
El Salvador,SLV,1997,7000
El Salvador,SLV,1998,10000
El Salvador,SLV,1999,7000
El Salvador,SLV,2000,11000
El Salvador,SLV,2001,7000
El Salvador,SLV,2002,5000
El Salvador,SLV,2003,5000
El Salvador,SLV,2004,3000
El Salvador,SLV,2005,3000
El Salvador,SLV,2006,3000
El Salvador,SLV,2007,3000
El Salvador,SLV,2008,3000
El Salvador,SLV,2009,2000
El Salvador,SLV,2010,1000
El Salvador,SLV,2011,0
El Salvador,SLV,2012,0
El Salvador,SLV,2013,0
El Salvador,SLV,2014,0
El Salvador,SLV,2015,0
El Salvador,SLV,2016,0
El Salvador,SLV,2017,0
El Salvador,SLV,2018,0
El Salvador,SLV,2019,0
El Salvador,SLV,2020,0
El Salvador,SLV,2021,0
El Salvador,SLV,2022,0
Estonia,EST,1992,3000
Estonia,EST,1993,3000
Estonia,EST,1994,2000
Estonia,EST,1995,1000
Estonia,EST,1996,1000
Estonia,EST,1997,1000
Estonia,EST,1998,1000
Estonia,EST,1999,1000
Estonia,EST,2000,1000
Estonia,EST,2001,1000
Estonia,EST,2002,1000
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,1000
Estonia,EST,2006,1000
Estonia,EST,2007,1000
Estonia,EST,2008,1000
Estonia,EST,2009,2000
Estonia,EST,2010,2000
Estonia,EST,2011,3000
Estonia,EST,2012,3000
Estonia,EST,2013,4000
Estonia,EST,2014,4000
Estonia,EST,2015,4000
Estonia,EST,2016,3000
Estonia,EST,2017,3000
Estonia,EST,2018,3000
Estonia,EST,2019,2000
Estonia,EST,2020,1000
Estonia,EST,2021,1000
Estonia,EST,2022,2000
Eswatini,SWZ,1961,0
Eswatini,SWZ,1962,0
Eswatini,SWZ,1963,0
Eswatini,SWZ,1964,0
Eswatini,SWZ,1965,0
Eswatini,SWZ,1966,0
Eswatini,SWZ,1967,0
Eswatini,SWZ,1968,0
Eswatini,SWZ,1969,0
Eswatini,SWZ,1970,0
Eswatini,SWZ,1971,0
Eswatini,SWZ,1972,0
Eswatini,SWZ,1973,0
Eswatini,SWZ,1974,0
Eswatini,SWZ,1975,0
Eswatini,SWZ,1976,0
Eswatini,SWZ,1977,0
Eswatini,SWZ,1978,0
Eswatini,SWZ,1979,0
Eswatini,SWZ,1980,0
Eswatini,SWZ,1981,0
Eswatini,SWZ,1982,0
Eswatini,SWZ,1983,0
Eswatini,SWZ,1984,0
Eswatini,SWZ,1985,0
Eswatini,SWZ,1986,0
Eswatini,SWZ,1987,0
Eswatini,SWZ,1988,0
Eswatini,SWZ,1989,0
Eswatini,SWZ,1990,0
Eswatini,SWZ,1991,0
Eswatini,SWZ,1992,0
Eswatini,SWZ,1993,0
Eswatini,SWZ,1994,0
Eswatini,SWZ,1995,0
Eswatini,SWZ,1996,0
Eswatini,SWZ,1997,0
Eswatini,SWZ,1998,0
Eswatini,SWZ,1999,0
Eswatini,SWZ,2000,0
Eswatini,SWZ,2001,1000
Eswatini,SWZ,2002,0
Eswatini,SWZ,2003,0
Eswatini,SWZ,2004,0
Eswatini,SWZ,2005,0
Eswatini,SWZ,2006,0
Eswatini,SWZ,2007,1000
Eswatini,SWZ,2008,0
Eswatini,SWZ,2009,0
Eswatini,SWZ,2010,0
Eswatini,SWZ,2011,0
Eswatini,SWZ,2012,0
Eswatini,SWZ,2013,0
Eswatini,SWZ,2015,1000
Eswatini,SWZ,2016,1000
Eswatini,SWZ,2017,1000
Eswatini,SWZ,2018,1000
Eswatini,SWZ,2019,0
Eswatini,SWZ,2020,0
Eswatini,SWZ,2021,0
Eswatini,SWZ,2022,0
Ethiopia,ETH,1993,0
Ethiopia,ETH,1994,0
Ethiopia,ETH,1995,0
Ethiopia,ETH,1996,0
Ethiopia,ETH,1997,0
Ethiopia,ETH,1998,0
Ethiopia,ETH,1999,0
Ethiopia,ETH,2000,0
Ethiopia,ETH,2001,0
Ethiopia,ETH,2002,0
Ethiopia,ETH,2003,1000
Ethiopia,ETH,2004,1000
Ethiopia,ETH,2005,0
Ethiopia,ETH,2006,0
Ethiopia,ETH,2007,0
Ethiopia,ETH,2008,0
Ethiopia,ETH,2009,0
Ethiopia,ETH,2010,0
Ethiopia,ETH,2011,0
Ethiopia,ETH,2012,0
Ethiopia,ETH,2013,0
Ethiopia,ETH,2014,0
Ethiopia,ETH,2015,0
Ethiopia,ETH,2016,0
Ethiopia,ETH,2017,0
Ethiopia,ETH,2018,0
Ethiopia,ETH,2019,0
Ethiopia,ETH,2020,0
Ethiopia,ETH,2021,0
Ethiopia,ETH,2022,0
Fiji,FJI,1961,0
Fiji,FJI,1962,0
Fiji,FJI,1963,0
Fiji,FJI,1964,0
Fiji,FJI,1965,0
Fiji,FJI,1966,0
Fiji,FJI,1967,0
Fiji,FJI,1968,0
Fiji,FJI,1969,0
Fiji,FJI,1970,0
Fiji,FJI,1971,0
Fiji,FJI,1972,0
Fiji,FJI,1973,0
Fiji,FJI,1974,0
Fiji,FJI,1975,0
Fiji,FJI,1976,0
Fiji,FJI,1977,0
Fiji,FJI,1978,0
Fiji,FJI,1979,0
Fiji,FJI,1980,0
Fiji,FJI,1981,0
Fiji,FJI,1982,0
Fiji,FJI,1983,0
Fiji,FJI,1984,0
Fiji,FJI,1985,0
Fiji,FJI,1986,0
Fiji,FJI,1987,0
Fiji,FJI,1988,0
Fiji,FJI,1989,0
Fiji,FJI,1990,0
Fiji,FJI,1991,0
Fiji,FJI,1992,0
Fiji,FJI,1993,0
Fiji,FJI,1994,0
Fiji,FJI,1995,0
Fiji,FJI,1996,0
Fiji,FJI,1997,0
Fiji,FJI,1998,0
Fiji,FJI,1999,0
Fiji,FJI,2000,0
Fiji,FJI,2001,0
Fiji,FJI,2002,0
Fiji,FJI,2003,0
Fiji,FJI,2004,0
Fiji,FJI,2005,0
Fiji,FJI,2006,0
Fiji,FJI,2007,1000
Fiji,FJI,2008,1000
Fiji,FJI,2009,1000
Fiji,FJI,2010,1000
Fiji,FJI,2011,1000
Fiji,FJI,2012,1000
Fiji,FJI,2013,2000
Fiji,FJI,2014,2000
Fiji,FJI,2015,1000
Fiji,FJI,2016,0
Fiji,FJI,2017,1000
Fiji,FJI,2018,0
Fiji,FJI,2019,1000
Fiji,FJI,2020,1000
Fiji,FJI,2021,1000
Fiji,FJI,2022,1000
Finland,FIN,1961,9000
Finland,FIN,1962,8000
Finland,FIN,1963,10000
Finland,FIN,1964,8000
Finland,FIN,1965,10000
Finland,FIN,1966,12000
Finland,FIN,1967,16000
Finland,FIN,1968,13000
Finland,FIN,1969,11000
Finland,FIN,1970,17000
Finland,FIN,1971,25000
Finland,FIN,1972,24000
Finland,FIN,1973,28000
Finland,FIN,1974,26000
Finland,FIN,1975,28000
Finland,FIN,1976,34000
Finland,FIN,1977,35000
Finland,FIN,1978,22000
Finland,FIN,1979,21000
Finland,FIN,1980,26000
Finland,FIN,1981,27000
Finland,FIN,1982,31000
Finland,FIN,1983,32000
Finland,FIN,1984,35000
Finland,FIN,1985,32000
Finland,FIN,1986,25000
Finland,FIN,1987,23000
Finland,FIN,1988,18000
Finland,FIN,1989,19000
Finland,FIN,1990,21000
Finland,FIN,1991,13000
Finland,FIN,1992,12000
Finland,FIN,1993,15000
Finland,FIN,1994,18000
Finland,FIN,1995,14000
Finland,FIN,1996,14000
Finland,FIN,1997,13000
Finland,FIN,1998,11000
Finland,FIN,1999,7000
Finland,FIN,2000,6000
Finland,FIN,2001,7000
Finland,FIN,2002,5000
Finland,FIN,2003,9000
Finland,FIN,2004,10000
Finland,FIN,2005,11000
Finland,FIN,2006,9000
Finland,FIN,2007,8000
Finland,FIN,2008,9000
Finland,FIN,2009,7000
Finland,FIN,2010,11000
Finland,FIN,2011,12000
Finland,FIN,2012,11000
Finland,FIN,2013,11000
Finland,FIN,2014,11000
Finland,FIN,2015,13000
Finland,FIN,2016,11000
Finland,FIN,2017,11000
Finland,FIN,2018,12000
Finland,FIN,2019,12000
Finland,FIN,2020,10000
Finland,FIN,2021,13000
Finland,FIN,2022,18000
France,FRA,1961,7000
France,FRA,1962,2000
France,FRA,1963,4000
France,FRA,1964,9000
France,FRA,1965,8000
France,FRA,1966,8000
France,FRA,1967,17000
France,FRA,1968,10000
France,FRA,1969,10000
France,FRA,1970,13000
France,FRA,1971,11000
France,FRA,1972,10000
France,FRA,1973,25000
France,FRA,1974,35000
France,FRA,1975,44000
France,FRA,1976,27000
France,FRA,1977,18000
France,FRA,1978,17000
France,FRA,1979,22000
France,FRA,1980,36000
France,FRA,1981,51000
France,FRA,1982,67000
France,FRA,1983,67000
France,FRA,1984,45000
France,FRA,1985,31000
France,FRA,1986,31000
France,FRA,1987,24000
France,FRA,1988,26000
France,FRA,1989,38000
France,FRA,1990,48000
France,FRA,1991,55000
France,FRA,1992,57000
France,FRA,1993,68000
France,FRA,1994,69000
France,FRA,1995,71000
France,FRA,1996,72000
France,FRA,1997,73000
France,FRA,1998,80000
France,FRA,1999,93000
France,FRA,2000,90000
France,FRA,2001,88000
France,FRA,2002,96000
France,FRA,2003,96000
France,FRA,2004,94000
France,FRA,2005,89000
France,FRA,2006,107000
France,FRA,2007,111000
France,FRA,2008,117000
France,FRA,2009,116000
France,FRA,2010,129000
France,FRA,2011,94000
France,FRA,2012,103000
France,FRA,2013,110000
France,FRA,2014,117000
France,FRA,2015,116000
France,FRA,2016,117000
France,FRA,2017,117000
France,FRA,2018,107000
France,FRA,2019,105000
France,FRA,2020,113000
France,FRA,2021,119000
France,FRA,2022,100000
French Polynesia,PYF,1961,0
French Polynesia,PYF,1962,0
French Polynesia,PYF,1963,0
French Polynesia,PYF,1964,0
French Polynesia,PYF,1965,0
French Polynesia,PYF,1966,0
French Polynesia,PYF,1967,0
French Polynesia,PYF,1968,0
French Polynesia,PYF,1969,0
French Polynesia,PYF,1970,0
French Polynesia,PYF,1971,0
French Polynesia,PYF,1972,0
French Polynesia,PYF,1973,0
French Polynesia,PYF,1974,0
French Polynesia,PYF,1975,0
French Polynesia,PYF,1976,0
French Polynesia,PYF,1977,0
French Polynesia,PYF,1978,0
French Polynesia,PYF,1979,0
French Polynesia,PYF,1980,0
French Polynesia,PYF,1981,0
French Polynesia,PYF,1982,0
French Polynesia,PYF,1983,0
French Polynesia,PYF,1984,0
French Polynesia,PYF,1985,0
French Polynesia,PYF,1986,0
French Polynesia,PYF,1987,0
French Polynesia,PYF,1988,0
French Polynesia,PYF,1989,0
French Polynesia,PYF,1990,0
French Polynesia,PYF,1991,0
French Polynesia,PYF,1992,0
French Polynesia,PYF,1993,0
French Polynesia,PYF,1994,0
French Polynesia,PYF,1995,0
French Polynesia,PYF,1996,0
French Polynesia,PYF,1997,0
French Polynesia,PYF,1998,0
French Polynesia,PYF,1999,0
French Polynesia,PYF,2000,0
French Polynesia,PYF,2001,0
French Polynesia,PYF,2002,0
French Polynesia,PYF,2003,0
French Polynesia,PYF,2004,0
French Polynesia,PYF,2005,0
French Polynesia,PYF,2006,0
French Polynesia,PYF,2007,0
French Polynesia,PYF,2008,0
French Polynesia,PYF,2009,0
French Polynesia,PYF,2010,0
French Polynesia,PYF,2011,0
French Polynesia,PYF,2012,0
French Polynesia,PYF,2013,0
Gabon,GAB,1961,0
Gabon,GAB,1962,0
Gabon,GAB,1963,0
Gabon,GAB,1964,0
Gabon,GAB,1965,0
Gabon,GAB,1966,0
Gabon,GAB,1967,0
Gabon,GAB,1968,0
Gabon,GAB,1969,0
Gabon,GAB,1970,0
Gabon,GAB,1971,0
Gabon,GAB,1972,0
Gabon,GAB,1973,0
Gabon,GAB,1974,0
Gabon,GAB,1975,0
Gabon,GAB,1976,0
Gabon,GAB,1977,0
Gabon,GAB,1978,0
Gabon,GAB,1979,0
Gabon,GAB,1980,0
Gabon,GAB,1981,0
Gabon,GAB,1982,0
Gabon,GAB,1983,0
Gabon,GAB,1984,0
Gabon,GAB,1985,0
Gabon,GAB,1986,0
Gabon,GAB,1987,0
Gabon,GAB,1988,0
Gabon,GAB,1989,0
Gabon,GAB,1990,0
Gabon,GAB,1991,0
Gabon,GAB,1992,0
Gabon,GAB,1993,0
Gabon,GAB,1994,0
Gabon,GAB,1995,0
Gabon,GAB,1996,0
Gabon,GAB,1997,0
Gabon,GAB,1998,0
Gabon,GAB,1999,0
Gabon,GAB,2000,0
Gabon,GAB,2001,0
Gabon,GAB,2002,0
Gabon,GAB,2003,0
Gabon,GAB,2004,0
Gabon,GAB,2005,0
Gabon,GAB,2006,0
Gabon,GAB,2007,0
Gabon,GAB,2008,0
Gabon,GAB,2009,0
Gabon,GAB,2010,0
Gabon,GAB,2011,0
Gabon,GAB,2012,0
Gabon,GAB,2013,0
Gabon,GAB,2016,0
Gabon,GAB,2019,0
Gambia,GMB,1961,0
Gambia,GMB,1962,0
Gambia,GMB,1963,0
Gambia,GMB,1964,0
Gambia,GMB,1965,0
Gambia,GMB,1966,0
Gambia,GMB,1967,0
Gambia,GMB,1968,0
Gambia,GMB,1969,0
Gambia,GMB,1970,0
Gambia,GMB,1971,0
Gambia,GMB,1972,0
Gambia,GMB,1973,0
Gambia,GMB,1974,0
Gambia,GMB,1975,0
Gambia,GMB,1976,0
Gambia,GMB,1977,0
Gambia,GMB,1978,0
Gambia,GMB,1979,0
Gambia,GMB,1980,0
Gambia,GMB,1981,0
Gambia,GMB,1982,0
Gambia,GMB,1983,0
Gambia,GMB,1984,0
Gambia,GMB,1985,0
Gambia,GMB,1986,0
Gambia,GMB,1987,0
Gambia,GMB,1988,0
Gambia,GMB,1989,0
Gambia,GMB,1990,0
Gambia,GMB,1991,0
Gambia,GMB,1992,0
Gambia,GMB,1993,0
Gambia,GMB,1994,0
Gambia,GMB,1995,0
Gambia,GMB,1996,0
Gambia,GMB,1997,0
Gambia,GMB,1998,0
Gambia,GMB,1999,0
Gambia,GMB,2000,0
Gambia,GMB,2001,0
Gambia,GMB,2002,0
Gambia,GMB,2003,0
Gambia,GMB,2004,0
Gambia,GMB,2005,0
Gambia,GMB,2006,0
Gambia,GMB,2007,0
Gambia,GMB,2008,0
Gambia,GMB,2009,0
Gambia,GMB,2010,0
Gambia,GMB,2011,0
Gambia,GMB,2012,0
Gambia,GMB,2013,0
Gambia,GMB,2016,0
Georgia,GEO,1992,0
Georgia,GEO,1993,0
Georgia,GEO,1994,0
Georgia,GEO,1995,0
Georgia,GEO,1996,0
Georgia,GEO,1997,0
Georgia,GEO,1998,0
Georgia,GEO,1999,0
Georgia,GEO,2000,0
Georgia,GEO,2001,0
Georgia,GEO,2002,0
Georgia,GEO,2003,0
Georgia,GEO,2004,0
Georgia,GEO,2005,0
Georgia,GEO,2006,0
Georgia,GEO,2007,1000
Georgia,GEO,2008,0
Georgia,GEO,2009,1000
Georgia,GEO,2010,0
Georgia,GEO,2011,0
Georgia,GEO,2012,0
Georgia,GEO,2013,0
Georgia,GEO,2014,0
Georgia,GEO,2015,1000
Georgia,GEO,2016,0
Georgia,GEO,2017,0
Georgia,GEO,2018,0
Georgia,GEO,2019,0
Georgia,GEO,2020,1000
Georgia,GEO,2021,0
Georgia,GEO,2022,0
Germany,DEU,1961,0
Germany,DEU,1962,0
Germany,DEU,1963,0
Germany,DEU,1964,0
Germany,DEU,1965,0
Germany,DEU,1966,6000
Germany,DEU,1967,7000
Germany,DEU,1968,10000
Germany,DEU,1969,9000
Germany,DEU,1970,14000
Germany,DEU,1971,17000
Germany,DEU,1972,18000
Germany,DEU,1973,22000
Germany,DEU,1974,26000
Germany,DEU,1975,28000
Germany,DEU,1976,23000
Germany,DEU,1977,27000
Germany,DEU,1978,30000
Germany,DEU,1979,36000
Germany,DEU,1980,38000
Germany,DEU,1981,50000
Germany,DEU,1982,61000
Germany,DEU,1983,63000
Germany,DEU,1984,68000
Germany,DEU,1985,58000
Germany,DEU,1986,60000
Germany,DEU,1987,71000
Germany,DEU,1988,69000
Germany,DEU,1989,81000
Germany,DEU,1990,109000
Germany,DEU,1991,64000
Germany,DEU,1992,61000
Germany,DEU,1993,50000
Germany,DEU,1994,68000
Germany,DEU,1995,54000
Germany,DEU,1996,74000
Germany,DEU,1997,68000
Germany,DEU,1998,75000
Germany,DEU,1999,84000
Germany,DEU,2000,84000
Germany,DEU,2001,85000
Germany,DEU,2002,90000
Germany,DEU,2003,77000
Germany,DEU,2004,79000
Germany,DEU,2005,114000
Germany,DEU,2006,114000
Germany,DEU,2007,115000
Germany,DEU,2008,130000
Germany,DEU,2009,132000
Germany,DEU,2010,207000
Germany,DEU,2011,245000
Germany,DEU,2012,240000
Germany,DEU,2013,226000
Germany,DEU,2014,246000
Germany,DEU,2015,249000
Germany,DEU,2016,263000
Germany,DEU,2017,256000
Germany,DEU,2018,244000
Germany,DEU,2019,245000
Germany,DEU,2020,210000
Germany,DEU,2021,227000
Germany,DEU,2022,247000
Ghana,GHA,1961,0
Ghana,GHA,1962,0
Ghana,GHA,1963,0
Ghana,GHA,1964,0
Ghana,GHA,1965,0
Ghana,GHA,1966,0
Ghana,GHA,1967,0
Ghana,GHA,1968,0
Ghana,GHA,1969,0
Ghana,GHA,1970,0
Ghana,GHA,1971,0
Ghana,GHA,1972,0
Ghana,GHA,1973,0
Ghana,GHA,1974,0
Ghana,GHA,1975,0
Ghana,GHA,1976,0
Ghana,GHA,1977,0
Ghana,GHA,1978,0
Ghana,GHA,1979,0
Ghana,GHA,1980,0
Ghana,GHA,1981,0
Ghana,GHA,1982,0
Ghana,GHA,1983,0
Ghana,GHA,1984,0
Ghana,GHA,1985,0
Ghana,GHA,1986,0
Ghana,GHA,1987,0
Ghana,GHA,1988,0
Ghana,GHA,1989,0
Ghana,GHA,1990,0
Ghana,GHA,1991,0
Ghana,GHA,1992,0
Ghana,GHA,1993,0
Ghana,GHA,1994,0
Ghana,GHA,1995,0
Ghana,GHA,1996,0
Ghana,GHA,1997,0
Ghana,GHA,1998,0
Ghana,GHA,1999,0
Ghana,GHA,2000,0
Ghana,GHA,2001,0
Ghana,GHA,2002,0
Ghana,GHA,2003,0
Ghana,GHA,2004,0
Ghana,GHA,2005,0
Ghana,GHA,2006,0
Ghana,GHA,2007,0
Ghana,GHA,2008,0
Ghana,GHA,2009,0
Ghana,GHA,2010,0
Ghana,GHA,2011,0
Ghana,GHA,2012,0
Ghana,GHA,2013,0
Ghana,GHA,2014,0
Ghana,GHA,2015,0
Ghana,GHA,2016,0
Ghana,GHA,2017,0
Ghana,GHA,2018,0
Ghana,GHA,2019,0
Ghana,GHA,2020,0
Ghana,GHA,2021,0
Ghana,GHA,2022,0
Greece,GRC,1961,0
Greece,GRC,1962,0
Greece,GRC,1963,0
Greece,GRC,1964,0
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,2000
Greece,GRC,1977,2000
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,1000
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,1000
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,1000
Greece,GRC,1992,2000
Greece,GRC,1993,1000
Greece,GRC,1994,1000
Greece,GRC,1995,2000
Greece,GRC,1996,1000
Greece,GRC,1997,2000
Greece,GRC,1998,1000
Greece,GRC,1999,1000
Greece,GRC,2000,2000
Greece,GRC,2001,1000
Greece,GRC,2002,0
Greece,GRC,2003,4000
Greece,GRC,2004,9000
Greece,GRC,2005,5000
